426236, 13
22186, 2
480718, 43
3861, 1
66988, 1
28129, 1
101714, 1
19179, 1
164753, 5
15771, 1
256380, 4
155792, 3
1.61092e+06, 36
16177, 2
308171, 2
37811, 2
10454, 1
72952, 1
10879, 1
1.23126e+06, 10
365918, 4
20384, 1
105040, 1
21888, 1
192810, 7
75528, 4
57627, 2
107440, 3
87750, 1
560133, 5
341864, 4
25765, 4
71828, 7
618821, 10
226908, 2
69447, 5
27126, 2
16103, 2
99175, 4
47774, 3
64713, 1
8223, 1
275209, 7
2745, 1
29114, 1
3645, 1
27093, 1
200111, 4
826925, 38
83347, 3
4897, 1
26887, 1
43148, 1
73240, 1
35662, 1
12057, 1
101736, 3
16584, 1
12206, 2
178985, 7
106179, 1
47585, 1
175852, 1
9345, 1
46627, 1
60305, 2
27778, 1
329140, 7
69461, 2
45664, 1
6833, 1
242321, 4
86316, 1
186486, 5
933572, 3
198205, 3
110497, 2
413691, 3
128715, 1
675551, 41
155233, 2
1.85587e+06, 56
153905, 4
13282, 1
45269, 2
34657, 2
12795, 1
126339, 1
65385, 2
41585, 3
108623, 6
26433, 2
126413, 1
172717, 3
33100, 1
313333, 6
19972, 1
93275, 1
26702, 2
61784, 1
11148, 1
102975, 2
14463, 2
338124, 11
209152, 1
556885, 19
9173, 1
554194, 2
1.43816e+06, 4
23530, 1
197349, 2
62138, 1
1.86924e+06, 28
256670, 3
118836, 2
44486, 1
89486, 3
23106, 1
16913, 1
626685, 1
77955, 2
72087, 1
250539, 2
89486, 2
90503, 2
449722, 1
44943, 1
66227, 1
42972, 1
374158, 6
224241, 10
23368, 2
192103, 1
97109, 2
118343, 2
29317, 2
44624, 1
12725, 1
81484, 7
39810, 1
115916, 8
6463, 1
134878, 2
44750, 1
38282, 1
137732, 2
52027, 2
511038, 4
420392, 6
39918, 2
48320, 2
129582, 2
203143, 7
78043, 2
64441, 1
20660, 1
15854, 1
29778, 2
114093, 4
167830, 1
28370, 1
54522, 4
6013, 1
27223, 1
48821, 2
56886, 3
97338, 2
82344, 5
38438, 1
51608, 1
28559, 1
100889, 4
167005, 1
25524, 1
30261, 1
154534, 4
65621, 2
102383, 6
158742, 1
38145, 1
207133, 1
154747, 1
381015, 8
26121, 1
168474, 2
283379, 8
132053, 1
65878, 3
39764, 2
74588, 1
87770, 2
230985, 1
48341, 6
56024, 1
50902, 1
512784, 1
32337, 2
46125, 1
332499, 2
10148, 1
12264, 1
7089, 1
43931, 2
63460, 1
54025, 1
160531, 3
15161, 2
74250, 1
82101, 1
27349, 4
139377, 5
394972, 10
31592, 1
72715, 1
114262, 3
2144, 1
2.06968e+06, 71
136554, 2
451008, 13
34423, 3
120938, 7
37474, 3
15118, 1
199798, 5
26562, 1
233682, 3
267542, 3
9187, 1
81191, 1
8562, 1
15080, 1
201560, 1
97076, 3
269908, 2
48051, 1
24807, 1
5807, 1
730981, 15
127448, 3
2935, 1
35374, 3
137682, 12
42811, 1
53623, 1
54543, 3
76557, 3
12680, 1
37771, 1
348777, 3
885241, 7
46102, 1
23933, 1
139257, 1
67122, 1
56615, 1
125033, 7
1.11134e+06, 18
14097, 2
17214, 1
5.24646e+06, 59
38761, 1
31653, 1
62475, 2
28797, 1
4182, 1
37914, 1
135571, 1
35963, 1
102133, 7
14582, 1
102518, 3
104510, 1
61697, 2
10655, 1
24650, 1
42480, 1
70632, 3
13977, 2
49548, 5
14668, 2
81289, 1
49166, 3
6745, 3
287797, 3
326328, 9
157389, 6
57985, 1
50969, 1
10728, 1
1.25983e+06, 20
7628, 1
412529, 15
20850, 1
49484, 2
7135, 1
41711, 1
7755, 1
16389, 1
2.51864e+06, 43
516284, 3
67799, 3
271453, 5
164072, 5
668347, 8
41434, 1
98275, 4
329692, 8
19885, 1
1825, 1
16284, 1
722161, 11
12692, 1
19268, 1
170913, 6
19195, 1
49506, 2
27220, 1
11666, 1
38510, 1
27212, 1
117074, 5
189113, 1
41446, 4
562960, 6
753363, 10
663862, 36
40255, 3
170388, 3
1940, 1
4914, 1
50575, 1
31127, 2
658893, 16
15907, 1
88574, 1
148469, 1
92407, 1
314638, 6
138776, 3
19889, 1
116585, 1
36790, 2
543244, 12
47536, 1
106972, 1
39804, 1
932708, 3
20380, 1
59882, 1
294460, 6
296579, 2
897698, 35
37935, 1
52921, 1
18176, 1
108579, 2
101564, 6
153904, 11
56395, 5
54933, 2
55423, 2
183087, 2
663519, 20
833487, 20
19438, 1
201971, 3
52766, 3
29013, 2
159317, 3
80977, 3
26094, 3
10631, 1
922835, 4
278443, 2
37733, 1
310659, 8
769091, 7
795723, 12
103531, 2
10898, 1
1.13754e+06, 2
945438, 5
150381, 1
109664, 3
28800, 2
134086, 4
39011, 3
45132, 2
17855, 1
11442, 1
20776, 1
37184, 1
94924, 3
139231, 4
96063, 2
76179, 1
1275, 1
101759, 1
9127, 2
76330, 4
204302, 3
365298, 2
685345, 5
17805, 2
22264, 1
13021, 1
39411, 1
22934, 1
102084, 2
62860, 1
51262, 1
1.23139e+06, 37
152892, 1
41402, 3
87809, 4
243675, 3
30840, 1
19762, 2
40703, 1
965974, 27
18531, 1
996319, 31
36007, 1
6265, 1
54105, 1
14632, 1
46281, 2
19425, 1
5291, 1
97308, 2
314198, 10
57461, 3
63091, 1
97322, 2
16858, 1
211127, 7
36713, 1
412895, 5
59162, 1
23303, 1
33759, 1
49472, 2
53119, 2
16815, 1
25411, 1
290951, 2
82175, 1
20462, 1
21936, 1
15064, 2
56047, 1
53854, 5
89658, 3
37957, 1
70138, 2
3209, 1
18144, 1
68569, 1
29096, 1
93147, 1
51829, 1
70818, 2
26194, 3
123534, 3
15093, 2
37063, 1
16490, 1
285865, 12
163820, 1
68335, 3
9346, 1
36308, 2
482752, 13
69520, 1
123204, 6
21666, 1
147250, 4
39590, 1
512119, 8
15944, 1
15725, 1
10722, 1
877922, 8
43752, 2
34720, 1
190761, 6
61492, 2
63036, 4
15117, 1
302623, 3
4715, 1
806631, 11
351220, 17
468161, 1
23483, 1
45949, 1
75337, 1
30112, 1
28641, 1
3928, 1
108266, 3
25870, 1
55621, 2
250105, 3
28163, 1
7126, 1
4.44137e+06, 85
39299, 1
199058, 12
67336, 1
68761, 4
18597, 1
897985, 8
34820, 3
194190, 7
56735, 3
185025, 4
59471, 2
11603, 1
111149, 4
28009, 1
79290, 1
156056, 1
1.21206e+06, 17
17190, 1
213869, 6
49635, 1
48995, 4
22028, 1
52081, 1
175855, 7
24308, 1
24384, 1
831073, 11
98236, 3
1.3163e+06, 23
405184, 4
243729, 7
23577, 1
19650, 2
991788, 20
46376, 1
35921, 1
298832, 9
149111, 2
82982, 2
309284, 3
669115, 4
3211, 1
13806, 1
134809, 5
9640, 1
18135, 1
88493, 2
45750, 2
36706, 2
32065, 1
21773, 1
179091, 4
36959, 2
144755, 4
284582, 2
16375, 1
166675, 4
47269, 2
38413, 1
79275, 2
45589, 1
52665, 1
48801, 2
61870, 1
43705, 2
13289, 1
159741, 2
683191, 41
141137, 4
32748, 1
210287, 6
20652, 2
13432, 1
117543, 3
27170, 2
21179, 1
660793, 19
72297, 3
558503, 18
27021, 2
32494, 1
760026, 24
7599, 1
67694, 1
44638, 1
252235, 9
84395, 2
55713, 1
22571, 1
50815, 2
41353, 1
22254, 1
26005, 1
147538, 1
574272, 6
23262, 1
54362, 1
11103, 1
10076, 1
83599, 6
258818, 4
15930, 1
190223, 10
527306, 5
70475, 2
111236, 3
45478, 2
38880, 3
121112, 4
168068, 2
171987, 3
19820, 1
629237, 5
163929, 3
874589, 42
50562, 3
20444, 1
25371, 2
2.07997e+06, 49
150269, 7
2.62179e+06, 6
3526, 1
1402, 1
254183, 4
42522, 2
65455, 3
15892, 3
37938, 1
31798, 5
448644, 9
3858, 1
147326, 2
118011, 1
20231, 5
53989, 1
20960, 1
212719, 2
35439, 1
32688, 1
52930, 3
64184, 4
315690, 9
705186, 9
490228, 11
229230, 4
60099, 1
49523, 4
13574, 1
301795, 6
533320, 5
83160, 1
358337, 12
19410, 1
96389, 2
324122, 10
14052, 4
10693, 1
93096, 1
79739, 4
60015, 3
33477, 1
45704, 1
38023, 1
88771, 2
24657, 1
42274, 1
49761, 2
69999, 6
78797, 1
136359, 2
154255, 1
679513, 8
29191, 1
35286, 2
85246, 2
59662, 2
16742, 1
357823, 5
58485, 1
283988, 8
16861, 1
39613, 1
65856, 1
11906, 2
75128, 2
277888, 9
90787, 1
47617, 1
34170, 2
34775, 2
79829, 2
19706, 4
34619, 1
46406, 1
28493, 1
217751, 3
184993, 2
185596, 1
15053, 2
64586, 1
19510, 2
22524, 2
29746, 1
26867, 2
45276, 3
17113, 1
71557, 5
304216, 1
1.01167e+07, 252
50771, 4
363050, 1
10580, 1
113523, 4
59730, 4
293974, 4
435286, 10
31176, 1
24673, 5
318829, 4
116508, 1
5771, 1
51789, 2
11042, 1
860112, 5
19425, 1
33875, 2
46453, 2
154548, 5
350299, 12
38038, 2
266560, 2
130069, 1
87340, 2
101688, 1
98178, 1
12913, 1
233204, 1
30359, 2
351746, 6
24420, 1
80160, 2
135780, 4
20110, 1
4.08719e+06, 173
260750, 2
41298, 4
30271, 1
16367, 2
339167, 5
934243, 21
12208, 1
326110, 9
28407, 1
56803, 2
67676, 1
94636, 2
31269, 1
153392, 2
12537, 1
20220, 1
60711, 3
14905, 2
36519, 2
163019, 2
85515, 4
40816, 1
37313, 1
65316, 2
33050, 3
44965, 1
20448, 1
307283, 1
14214, 1
20088, 1
74098, 2
243441, 6
35882, 1
52626, 1
26267, 1
29241, 1
1.01254e+06, 19
31192, 2
176029, 3
87869, 1
266353, 9
371537, 5
40831, 1
114884, 1
61785, 4
21198, 1
148255, 8
9990, 1
2.66287e+06, 55
164943, 1
1.57032e+06, 7
836297, 4
83427, 1
155830, 6
46552, 1
25884, 1
956406, 22
4257, 1
27578, 1
182882, 2
44235, 4
112684, 4
15311, 1
415123, 12
12928, 1
203361, 14
629279, 4
103463, 6
21947, 1
33722, 1
143339, 1
36003, 2
749857, 5
166314, 3
45379, 1
19416, 2
62893, 1
431344, 8
25772, 1
226189, 4
9082, 1
29359, 1
38146, 1
1.03045e+06, 9
533116, 17
816857, 4
189961, 4
518947, 6
97244, 1
40873, 1
93077, 2
22148, 1
28328, 1
29822, 1
14837, 1
39323, 1
31207, 2
776712, 19
200887, 3
85818, 1
69966, 4
65301, 2
141667, 7
94357, 1
76619, 6
1.35863e+06, 3
81624, 5
108101, 4
44812, 1
29465, 1
98893, 3
552778, 9
216298, 3
861277, 3
273676, 4
1.63627e+06, 31
37783, 1
82358, 1
103675, 3
58598, 1
25827, 1
11494, 1
15093, 2
692254, 3
300654, 3
356221, 9
42282, 4
1.23787e+06, 9
586301, 7
75192, 1
37417, 1
196512, 5
41290, 1
12186, 1
766215, 42
39095, 5
63490, 1
232871, 1
468196, 7
187589, 2
109707, 1
3.14552e+06, 51
1.253e+06, 26
19626, 1
140420, 1
376099, 5
28859, 1
90090, 1
41984, 1
47981, 2
23169, 1
120913, 1
65082, 4
61128, 1
276292, 2
32105, 2
156325, 2
182006, 4
22028, 1
20969, 1
4508, 1
11353, 1
57238, 1
23848, 1
1.39771e+06, 14
23769, 1
16345, 2
15880, 1
123164, 5
485331, 6
508856, 8
148987, 2
80264, 3
26922, 3
55224, 1
15893, 1
17650, 1
7371, 1
108242, 9
153414, 4
187319, 3
10245, 2
27597, 2
35812, 1
45634, 1
6698, 1
39132, 3
42225, 3
1.5603e+06, 22
19930, 2
4363, 1
4192, 1
56876, 2
20365, 1
29997, 2
120368, 2
831928, 28
17784, 1
63034, 2
40058, 1
28256, 3
1.00452e+06, 41
401918, 10
29095, 1
938098, 19
175354, 5
44626, 4
371694, 7
507022, 3
8662, 1
24246, 1
20225, 2
634638, 21
41133, 1
459862, 10
77916, 2
46079, 1
43437, 1
30950, 1
38005, 5
63201, 5
161882, 2
167076, 2
22897, 1
71811, 3
93128, 1
121627, 10
28449, 1
9850, 1
23074, 1
904430, 14
446094, 3
631974, 3
161875, 20
392702, 14
34322, 2
72143, 4
56770, 2
8501, 1
2.32158e+06, 5
16243, 1
195163, 3
78241, 2
532655, 3
11564, 2
7313, 1
25384, 1
25072, 1
142778, 6
29429, 2
148070, 3
3371, 1
8669, 1
12446, 1
7302, 1
63794, 2
159774, 2
121942, 4
401566, 1
201368, 4
473279, 1
8902, 8
75194, 1
28497, 1
10011, 1
2.32927e+06, 66
52748, 1
14664, 3
93785, 4
134760, 4
146063, 3
161188, 1
16826, 1
87754, 1
91696, 1
300621, 4
78171, 3
323866, 1
87809, 1
89815, 4
14616, 1
23655, 1
138630, 2
10416, 1
53923, 1
14333, 1
59608, 4
66600, 2
288906, 3
60086, 2
1.48203e+06, 36
195012, 3
115719, 3
55755, 3
1.09174e+06, 38
64050, 3
2.11262e+06, 79
3.26343e+06, 45
852469, 16
715597, 19
123785, 7
15251, 1
279083, 5
758581, 5
28239, 1
66915, 1
11364, 1
137608, 2
198997, 1
440668, 10
1.8946e+06, 32
46695, 2
271804, 4
148164, 5
163422, 3
396962, 7
155735, 4
171387, 4
51284, 5
139672, 1
21987, 1
22384, 2
14085, 1
17328, 2
7929, 1
126776, 2
508803, 13
442516, 3
25421, 1
55669, 1
41358, 4
95110, 3
179804, 18
178406, 6
115290, 2
206655, 2
44579, 2
44875, 2
938803, 21
25515, 1
5259, 1
3084, 1
11325, 1
34680, 1
27463, 1
43628, 4
19009, 2
218842, 1
759583, 9
17310, 1
431131, 10
51163, 1
76218, 1
500292, 3
63988, 2
293542, 8
484318, 20
129188, 1
379493, 2
86697, 1
26899, 1
60946, 1
245829, 1
139992, 1
531997, 17
30372, 1
375736, 3
23074, 2
62955, 2
9800, 1
43650, 1
5744, 1
9290, 1
46419, 1
12494, 1
31104, 1
17875, 1
125604, 1
21129, 1
767254, 10
1.50297e+06, 6
21050, 1
43103, 2
6339, 1
157047, 5
541943, 11
172706, 2
114350, 3
107919, 2
210849, 4
144909, 1
11767, 1
95847, 2
81322, 3
41165, 1
33084, 3
1.94536e+06, 38
28204, 1
25224, 2
135143, 3
17069, 1
135707, 2
63067, 7
44959, 2
7891, 1
265851, 6
42274, 2
183074, 2
19420, 2
12520, 1
9882, 3
151367, 1
116608, 5
104691, 1
61598, 1
5150, 1
33045, 1
1.15114e+06, 29
14142, 2
13170, 1
14224, 1
69469, 3
205175, 6
458198, 15
629598, 33
53831, 1
202212, 1
92788, 1
180445, 1
40227, 1
12516, 1
7246, 1
218568, 1
27876, 2
40354, 1
24731, 1
560974, 5
48974, 1
75817, 4
16851, 2
28462, 1
44614, 1
182006, 8
846178, 8
79728, 1
21001, 1
91081, 1
108175, 5
507531, 22
32252, 2
13757, 2
75702, 2
998691, 11
65471, 2
68218, 4
69789, 1
59844, 1
46820, 2
87615, 5
103527, 4
11625, 2
120460, 2
106917, 2
221659, 1
39969, 1
61149, 1
25515, 1
16834, 2
220792, 8
22070, 1
27878, 1
249283, 2
25077, 1
48958, 3
20258, 1
61213, 1
51937, 2
562998, 14
208187, 2
126242, 6
54729, 2
58998, 3
133251, 2
11547, 2
440078, 19
52560, 1
395118, 4
52066, 1
24178, 1
29949, 1
20486, 1
1.7648e+06, 27
92051, 1
115537, 1
51401, 1
41122, 1
266673, 8
240475, 12
36955, 3
277670, 11
972634, 5
359320, 5
208351, 2
7995, 1
78592, 2
24453, 1
26301, 2
56876, 1
103542, 2
35503, 1
132355, 2
101539, 2
12973, 1
68838, 3
685419, 2
37291, 1
32695, 1
67008, 2
205226, 3
489250, 2
81401, 1
46402, 1
7821, 1
14743, 2
288542, 4
169511, 6
39935, 1
7214, 1
129590, 1
42852, 1
73608, 1
86237, 1
102271, 1
813475, 6
20940, 2
18291, 1
161636, 6
29121, 2
37792, 1
247687, 6
12276, 2
101758, 2
17614, 1
218844, 9
155634, 12
207590, 3
200710, 2
13917, 1
440755, 7
245346, 1
66342, 1
73966, 5
203247, 5
